FPR,TPR
0.0,0.0
2.6463427543135387e-05,0.0
0.00015878056525881233,0.0
0.00015878056525881233,0.0012437810945273632
0.0002117074203450831,0.0012437810945273632
0.0002117074203450831,0.0024875621890547263
0.00031756113051762465,0.0024875621890547263
0.00031756113051762465,0.0037313432835820895
0.00034402455806076005,0.0037313432835820895
0.00034402455806076005,0.004975124378109453
0.0005028051233195724,0.004975124378109453
0.0005028051233195724,0.006218905472636816
0.0008997565364666032,0.006218905472636816
0.0008997565364666032,0.007462686567164179
0.000952683391552874,0.007462686567164179
0.000952683391552874,0.008706467661691543
0.0009791468190960093,0.008706467661691543
0.0009791468190960093,0.009950248756218905
0.0011379273843548216,0.009950248756218905
0.0011379273843548216,0.011194029850746268
0.0013231713771567693,0.011194029850746268
0.0013231713771567693,0.012437810945273632
0.0013760982322430402,0.012437810945273632
0.0013760982322430402,0.013681592039800995
0.0014554885148724463,0.013681592039800995
0.0014554885148724463,0.01616915422885572
0.001561342225044988,0.01616915422885572
0.001561342225044988,0.017412935323383085
0.0015878056525881232,0.017412935323383085
0.0015878056525881232,0.01990049751243781
0.0016142690801312586,0.01990049751243781
0.0016142690801312586,0.021144278606965175
0.0016671959352175293,0.021144278606965175
0.0016671959352175293,0.022388059701492536
0.0017201227903038002,0.022388059701492536
0.0017201227903038002,0.0236318407960199
0.001852439928019477,0.0236318407960199
0.001852439928019477,0.026119402985074626
0.0019318302106488832,0.026119402985074626
0.0019318302106488832,0.02736318407960199
0.002037683920821425,0.02736318407960199
0.002037683920821425,0.028606965174129355
0.0020906107759076954,0.028606965174129355
0.0020906107759076954,0.03109452736318408
0.0021700010585371018,0.03109452736318408
0.0021700010585371018,0.03233830845771144
0.0021964644860802372,0.03233830845771144
0.0021964644860802372,0.033582089552238806
0.002275854768709643,0.033582089552238806
0.002275854768709643,0.03482587064676617
0.0024081719064253204,0.03482587064676617
0.0024081719064253204,0.036069651741293535
0.0024875621890547263,0.036069651741293535
0.0024875621890547263,0.03731343283582089
0.0025404890441409972,0.03731343283582089
0.0025404890441409972,0.03855721393034826
0.0027786598920292154,0.03855721393034826
0.0027786598920292154,0.03980099502487562
0.002805123319572351,0.03980099502487562
0.002805123319572351,0.04228855721393035
0.0028580501746586218,0.04228855721393035
0.0028580501746586218,0.043532338308457715
0.002963903884831163,0.043532338308457715
0.002963903884831163,0.04477611940298507
0.003016830739917434,0.04477611940298507
0.003016830739917434,0.046019900497512436
0.003122684450089976,0.046019900497512436
0.003122684450089976,0.0472636815920398
0.003149147877633111,0.0472636815920398
0.003149147877633111,0.048507462686567165
0.0032020747327193818,0.048507462686567165
